"e","# This is a sample Python script.

# Press Shift+F10 to execute it or replace it with your code.
# Press Double Shift to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(f'Hi, {name}')  # Press Ctrl+F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/
","","0","1612829774016","main.py",""
"k","e","","124","1613086251070","pattern.py",""
"e","t","","124","1613086251375","pattern.py",""
"k","t","","125","1613086251380","pattern.py",""
"e","(","","125","1613086252485","pattern.py",""
"e",")","","126","1613086252497","pattern.py",""
"k","(","","126","1613086252497","pattern.py",""
"k",")","","127","1613086252651","pattern.py",""
"a","Backspace","","","1613086273846","pattern.py",""
"e","","  turtle.clearscreen()","86","1613086273861","pattern.py",""
"a","Backspace","","","1613086274084","pattern.py",""
"e",""," ","85","1613086274097","pattern.py",""
"e",""," ","84","1613086274107","pattern.py",""
"a","Backspace","","","1613086274422","pattern.py",""
"e","","
","84","1613086274454","pattern.py",""
"a","Reformat file","","","1613086279818","pattern.py",""
"e","

","","71","1613086279845","pattern.py",""
"e","","    ","105","1613086279854","pattern.py",""
"a","Enter","","","1613086282699","pattern.py",""
"e","    
","","105","1613086282710","pattern.py",""
"a","Enter","","","1613086283066","pattern.py",""
"e","    
","","110","1613086283076","pattern.py",""
"a","Backspace","","","1613086283568","pattern.py",""
"e",""," ","113","1613086283577","pattern.py",""
"e","","   ","110","1613086283586","pattern.py",""
"e","d","","110","1613086284478","pattern.py",""
"k","d","","111","1613086284479","pattern.py",""
"e","e","","111","1613086284721","pattern.py",""
"k","e","","112","1613086284729","pattern.py",""
"e","f","","112","1613086284777","pattern.py",""
"k","f","","113","1613086284785","pattern.py",""
"e"," ","","113","1613086285217","pattern.py",""
"k"," ","","114","1613086285217","pattern.py",""
"e","s","","114","1613086290435","pattern.py",""
"k","s","","115","1613086290436","pattern.py",""
"e","e","","115","1613086290537","pattern.py",""
"k","e","","116","1613086290543","pattern.py",""
"e","t","","116","1613086290644","pattern.py",""
"k","t","","117","1613086290644","pattern.py",""
"e","u","","117","1613086290934","pattern.py",""
"k","u","","118","1613086290934","pattern.py",""
"e","p","","118","1613086291005","pattern.py",""
"k","p","","119","1613086291006","pattern.py",""
"e","(","","119","1613086291859","pattern.py",""
"e",")","","120","1613086291868","pattern.py",""
"k","(","","120","1613086291868","pattern.py",""
"a","EditorChange","","","1613086309868","pattern.py",""
"a","Enter","","","1613086335079","pattern.py",""
"e","
","","122","1613086335090","pattern.py",""
"e","    ","","122","1613086335105","pattern.py",""
"e","t","","126","1613086336031","pattern.py",""
"k","t","","127","1613086336032","pattern.py",""
"e","u","","127","1613086336130","pattern.py",""
"k","u","","128","1613086336136","pattern.py",""
"e","r","","128","1613086336254","pattern.py",""
"k","r","","129","1613086336261","pattern.py",""
"e","t","","129","1613086336319","pattern.py",""
"k","t","","130","1613086336326","pattern.py",""
"e","l","","130","1613086336444","pattern.py",""
"k","l","","131","1613086336449","pattern.py",""
"e","e","","131","1613086336577","pattern.py",""
"k","e","","132","1613086336582","pattern.py",""
"e",".","","132","1613086336705","pattern.py",""
"k",".","","133","1613086336706","pattern.py",""
"e","s","","133","1613086336988","pattern.py",""
"k","s","","134","1613086336996","pattern.py",""
"e","p","","134","1613086337117","pattern.py",""
"k","p","","135","1613086337123","pattern.py",""
"e","e","","135","1613086337250","pattern.py",""
"k","e","","136","1613086337254","pattern.py",""
"e","e","","136","1613086337398","pattern.py",""
"k","e","","137","1613086337402","pattern.py",""
"e","d","","137","1613086337703","pattern.py",""
"k","d","","138","1613086337707","pattern.py",""
"e","(","","138","1613086338490","pattern.py",""
"e",")","","139","1613086338502","pattern.py",""
"k","(","","139","1613086338502","pattern.py",""
"e","f","","139","1613086340187","pattern.py",""
"k","f","","140","1613086340188","pattern.py",""
"e","a","","140","1613086340339","pattern.py",""
"k","a","","141","1613086340346","pattern.py",""
"e","s","","141","1613086340414","pattern.py",""
"k","s","","142","1613086340415","pattern.py",""
"e","t","","142","1613086340554","pattern.py",""
"k","t","","143","1613086340554","pattern.py",""
"e","e","","143","1613086340789","pattern.py",""
"k","e","","144","1613086340789","pattern.py",""
"e","s","","144","1613086340865","pattern.py",""
"k","s","","145","1613086340865","pattern.py",""
"e","t","","145","1613086340957","pattern.py",""
"k","t","","146","1613086340957","pattern.py",""
"a","Backspace","","","1613086342391","pattern.py",""
"e","","t","145","1613086342398","pattern.py",""
"a","Backspace","","","1613086342562","pattern.py",""
"e","","s","144","1613086342571","pattern.py",""
"e","e","","144","1613086343924","pattern.py",""
"k","e","","145","1613086343925","pattern.py",""
"e","s","","145","1613086344016","pattern.py",""
"k","s","","146","1613086344016","pattern.py",""
"e","t","","146","1613086344105","pattern.py",""
"k","t","","147","1613086344105","pattern.py",""
"a","Backspace","","","1613086344575","pattern.py",""
"e","","t","146","1613086344581","pattern.py",""
"a","Backspace","","","1613086344735","pattern.py",""
"e","","s","145","1613086344741","pattern.py",""
"a","Backspace","","","1613086344914","pattern.py",""
"e","","e","144","1613086344921","pattern.py",""
"e","s","","144","1613086344995","pattern.py",""
"k","s","","145","1613086344995","pattern.py",""
"e","t","","145","1613086345092","pattern.py",""
"k","t","","146","1613086345093","pattern.py",""
"a","Left","","","1613086346608","pattern.py",""
"a","Left","","","1613086347129","pattern.py",""
"a","Left","","","1613086347159","pattern.py",""
"a","Left","","","1613086347190","pattern.py",""
"a","Left","","","1613086347220","pattern.py",""
"a","Left","","","1613086347252","pattern.py",""
"a","Left","","","1613086347295","pattern.py",""
"e","""","","139","1613086348172","pattern.py",""
"k","""","","140","1613086348173","pattern.py",""
"a","Right","","","1613086348633","pattern.py",""
"a","Right","","","1613086349152","pattern.py",""
"a","Right","","","1613086349184","pattern.py",""
"a","Right","","","1613086349214","pattern.py",""
"a","Right","","","1613086349244","pattern.py",""
"a","Right","","","1613086349274","pattern.py",""
"a","Right","","","1613086349304","pattern.py",""
"e","""","","147","1613086350251","pattern.py",""
"k","""","","148","1613086350252","pattern.py",""
"a","Right","","","1613086350881","pattern.py",""
"a","Enter","","","1613086351626","pattern.py",""
"e","    
","","150","1613086351637","pattern.py",""
"a","Backspace","","","1613086393105","pattern.py",""
"e","","""","147","1613086393118","pattern.py",""
"a","Backspace","","","1613086393640","pattern.py",""
"e","","t","146","1613086393650","pattern.py",""
"a","Backspace","","","1613086393668","pattern.py",""
"e","","s","145","1613086393678","pattern.py",""
"a","Backspace","","","1613086393700","pattern.py",""
"e","","e","144","1613086393712","pattern.py",""
"a","Backspace","","","1613086393730","pattern.py",""
"e","","t","143","1613086393740","pattern.py",""
"a","Backspace","","","1613086393760","pattern.py",""
"e","","s","142","1613086393771","pattern.py",""
"a","Backspace","","","1613086393920","pattern.py",""
"e","","a","141","1613086393930","pattern.py",""
"a","Backspace","","","1613086394113","pattern.py",""
"e","","f","140","1613086394122","pattern.py",""
"a","Backspace","","","1613086395038","pattern.py",""
"e","","""","139","1613086395050","pattern.py",""
"e","1","","139","1613086396220","pattern.py",""
"k","1","","140","1613086396220","pattern.py",""
"e","0","","140","1613086396275","pattern.py",""
"k","0","","141","1613086396275","pattern.py",""
"a","Enter","","","1613086450899","pattern.py",""
"e","    
","","148","1613086450916","pattern.py",""
"e","s","","147","1613086452613","pattern.py",""
"k","s","","148","1613086452614","pattern.py",""
"e","t","","148","1613086453004","pattern.py",""
"k","t","","149","1613086453011","pattern.py",""
"e","u","","149","1613086453076","pattern.py",""
"k","u","","150","1613086453084","pattern.py",""
"e","r","","150","1613086453185","pattern.py",""
"k","r","","151","1613086453186","pattern.py",""
"e","t","","151","1613086453266","pattern.py",""
"k","t","","152","1613086453266","pattern.py",""
"e","l","","152","1613086453428","pattern.py",""
"k","l","","153","1613086453428","pattern.py",""
"a","Backspace","","","1613086453828","pattern.py",""
"e","","l","152","1613086453835","pattern.py",""
"a","Backspace","","","1613086453980","pattern.py",""
"e","","t","151","1613086453987","pattern.py",""
"a","Backspace","","","1613086454148","pattern.py",""
"e","","r","150","1613086454156","pattern.py",""
"a","Backspace","","","1613086454311","pattern.py",""
"e","","u","149","1613086454318","pattern.py",""
"a","Backspace","","","1613086454457","pattern.py",""
"e","","t","148","1613086454464","pattern.py",""
"a","Backspace","","","1613086454638","pattern.py",""
"e","","s","147","1613086454644","pattern.py",""
"e","t","","147","1613086455114","pattern.py",""
"k","t","","148","1613086455115","pattern.py",""
"e","u","","148","1613086455151","pattern.py",""
"k","u","","149","1613086455151","pattern.py",""
"e","r","","149","1613086455341","pattern.py",""
"k","r","","150","1613086455347","pattern.py",""
"e","t","","150","1613086455485","pattern.py",""
"k","t","","151","1613086455492","pattern.py",""
"a","Choose Lookup Item","","","1613086456763","pattern.py",""
"e","le","","151","1613086456778","pattern.py",""
"e",".","","153","1613086457122","pattern.py",""
"k",".","","154","1613086457122","pattern.py",""
"e","s","","154","1613086457375","pattern.py",""
"k","s","","155","1613086457384","pattern.py",""
"e","c","","155","1613086457476","pattern.py",""
"k","c","","156","1613086457484","pattern.py",""
"e","r","","156","1613086457744","pattern.py",""
"k","r","","157","1613086457748","pattern.py",""
"e","e","","157","1613086457870","pattern.py",""
"k","e","","158","1613086457874","pattern.py",""
"e","e","","158","1613086458076","pattern.py",""
"k","e","","159","1613086458081","pattern.py",""
"e","n","","159","1613086458176","pattern.py",""
"k","n","","160","1613086458181","pattern.py",""
"e",".","","160","1613086458904","pattern.py",""
"k",".","","161","1613086458905","pattern.py",""
"e","s","","161","1613086459398","pattern.py",""
"k","s","","162","1613086459406","pattern.py",""
"e","e","","162","1613086459464","pattern.py",""
"k","e","","163","1613086459464","pattern.py",""
"a","Backspace","","","1613086459951","pattern.py",""
"e","","e","162","1613086459957","pattern.py",""
"a","Backspace","","","1613086460169","pattern.py",""
"e","","s","161","1613086460177","pattern.py",""
"a","Backspace","","","1613086460368","pattern.py",""
"e","",".","160","1613086460375","pattern.py",""
"e","s","","160","1613086460817","pattern.py",""
"k","s","","161","1613086460818","pattern.py",""
"e","e","","161","1613086461180","pattern.py",""
"k","e","","162","1613086461186","pattern.py",""
"a","Backspace","","","1613086461526","pattern.py",""
"e","","e","161","1613086461532","pattern.py",""
"a","Backspace","","","1613086461726","pattern.py",""
"e","","s","160","1613086461734","pattern.py",""
"e","s","","160","1613086462027","pattern.py",""
"k","s","","161","1613086462028","pattern.py",""
"e","i","","161","1613086463852","pattern.py",""
"k","i","","162","1613086463856","pattern.py",""
"e","z","","162","1613086464130","pattern.py",""
"k","z","","163","1613086464134","pattern.py",""
"e","e","","163","1613086464313","pattern.py",""
"k","e","","164","1613086464318","pattern.py",""
"e","(","","164","1613086466023","pattern.py",""
"e",")","","165","1613086466035","pattern.py",""
"k","(","","165","1613086466036","pattern.py",""
"e","1","","165","1613086488512","pattern.py",""
"k","1","","166","1613086488512","pattern.py",""
"e","0","","166","1613086488594","pattern.py",""
"k","0","","167","1613086488595","pattern.py",""
"e","0","","167","1613086488746","pattern.py",""
"k","0","","168","1613086488746","pattern.py",""
"e","0","","168","1613086489125","pattern.py",""
"k","0","","169","1613086489125","pattern.py",""
"e",",","","169","1613086489968","pattern.py",""
"k",",","","170","1613086489969","pattern.py",""
"e"," ","","170","1613086491310","pattern.py",""
"k"," ","","171","1613086491310","pattern.py",""
"e","8","","171","1613086491483","pattern.py",""
"k","8","","172","1613086491484","pattern.py",""
"e","0","","172","1613086491640","pattern.py",""
"k","0","","173","1613086491640","pattern.py",""
"e","0","","173","1613086491795","pattern.py",""
"k","0","","174","1613086491796","pattern.py",""
"a","Right","","","1613086493023","pattern.py",""
"a","Enter","","","1613086494643","pattern.py",""
"e","    
","","181","1613086494653","pattern.py",""
"a","Backspace","","","1613086502122","pattern.py",""
"e",""," ","179","1613086502132","pattern.py",""
"e","","   ","176","1613086502141","pattern.py",""
"a","Enter","","","1613086503052","pattern.py",""
"e","
","","177","1613086503062","pattern.py",""
"e","d","","177","1613086504316","pattern.py",""
"k","d","","178","1613086504316","pattern.py",""
"e","e","","178","1613086504499","pattern.py",""
"k","e","","179","1613086504504","pattern.py",""
"e","f","","179","1613086504601","pattern.py",""
"k","f","","180","1613086504609","pattern.py",""
"e"," ","","180","1613086505497","pattern.py",""
"k"," ","","181","1613086505498","pattern.py",""
"e","d","","181","1613086505750","pattern.py",""
"k","d","","182","1613086505751","pattern.py",""
"e","r","","182","1613086505964","pattern.py",""
"k","r","","183","1613086505969","pattern.py",""
"e","a","","183","1613086506057","pattern.py",""
"k","a","","184","1613086506057","pattern.py",""
"e","w","","184","1613086506171","pattern.py",""
"k","w","","185","1613086506171","pattern.py",""
"e","R","","185","1613086507433","pattern.py",""
"k","R","","186","1613086507434","pattern.py",""
"e","e","","186","1613086507609","pattern.py",""
"k","e","","187","1613086507609","pattern.py",""
"e","c","","187","1613086507772","pattern.py",""
"k","c","","188","1613086507773","pattern.py",""
"e","t","","188","1613086508024","pattern.py",""
"k","t","","189","1613086508025","pattern.py",""
"e","a","","189","1613086508120","pattern.py",""
"k","a","","190","1613086508120","pattern.py",""
"e","n","","190","1613086508238","pattern.py",""
"k","n","","191","1613086508238","pattern.py",""
"e","g","","191","1613086508352","pattern.py",""
"k","g","","192","1613086508352","pattern.py",""
"e","l","","192","1613086508440","pattern.py",""
"k","l","","193","1613086508441","pattern.py",""
"e","e","","193","1613086508573","pattern.py",""
"k","e","","194","1613086508573","pattern.py",""
"e","P","","194","1613086510000","pattern.py",""
"k","P","","195","1613086510001","pattern.py",""
"e","a","","195","1613086510184","pattern.py",""
"k","a","","196","1613086510184","pattern.py",""
"e","r","","196","1613086510281","pattern.py",""
"k","r","","197","1613086510282","pattern.py",""
"e","r","","197","1613086510471","pattern.py",""
"k","r","","198","1613086510471","pattern.py",""
"a","Backspace","","","1613086510769","pattern.py",""
"e","","r","197","1613086510777","pattern.py",""
"a","Backspace","","","1613086510931","pattern.py",""
"e","","r","196","1613086510937","pattern.py",""
"e","t","","196","1613086511057","pattern.py",""
"k","t","","197","1613086511057","pattern.py",""
"e","t","","197","1613086511244","pattern.py",""
"k","t","","198","1613086511244","pattern.py",""
"e","e","","198","1613086511507","pattern.py",""
"k","e","","199","1613086511507","pattern.py",""
"e","r","","199","1613086511584","pattern.py",""
"k","r","","200","1613086511585","pattern.py",""
"e","n","","200","1613086511657","pattern.py",""
"k","n","","201","1613086511658","pattern.py",""
"e","m","","201","1613086511670","pattern.py",""
"k","m","","202","1613086511670","pattern.py",""
"a","Backspace","","","1613086512123","pattern.py",""
"e","","m","201","1613086512129","pattern.py",""
"e","(","","201","1613086512984","pattern.py",""
"e",")","","202","1613086512994","pattern.py",""
"k","(","","202","1613086512994","pattern.py",""
"k",")","","203","1613086513202","pattern.py",""
"e",":","","203","1613086515078","pattern.py",""
"k",":","","204","1613086515078","pattern.py",""
"e",":","","121","1613086517596","pattern.py",""
"k",":","","122","1613086517596","pattern.py",""
"a","Enter","","","1613086519600","pattern.py",""
"e","
","","206","1613086519610","pattern.py",""
"e","    ","","206","1613086519620","pattern.py",""
"a","Creating file C:\Users\layto\Documents\School\CS\Rolfe-Andrew-Unit4\plan3.txt","","","1613086772359","pattern.py",""
"a","EditorChange","","","1613086789112","pattern.py",""
"a","EditorChange","","","1613086789117","pattern.py",""
"a","Switch Active Editor","","","1613086789138","pattern.py",""
"a","Switch Active Editor","","","1613086789148","pattern.py",""
"a","Switch Active Editor","","","1613086789149","pattern.py",""
"a","EditorChange","","","1613086790176","pattern.py",""
"e","S","","0","1613086793654","plan3.txt",""
"k","S","","1","1613086793656","plan3.txt",""
"e","o","","1","1613086793799","plan3.txt",""
"k","o","","2","1613086793799","plan3.txt",""
"e","f","","2","1613086793897","plan3.txt",""
"k","f","","3","1613086793898","plan3.txt",""
"e","t","","3","1613086794122","plan3.txt",""
"k","t","","4","1613086794122","plan3.txt",""
"e","w","","4","1613086794250","plan3.txt",""
"k","w","","5","1613086794250","plan3.txt",""
"e","r","","5","1613086794455","plan3.txt",""
"k","r","","6","1613086794455","plan3.txt",""
"a","Backspace","","","1613086794902","plan3.txt",""
"e","","r","5","1613086794990","plan3.txt",""
"e","a","","5","1613086795005","plan3.txt",""
"k","a","","6","1613086795006","plan3.txt",""
"e","r","","6","1613086795043","plan3.txt",""
"k","r","","7","1613086795043","plan3.txt",""
"e","e","","7","1613086795123","plan3.txt",""
"k","e","","8","1613086795123","plan3.txt",""
"k"," ","","9","1613086795347","plan3.txt",""
"e"," D","","8","1613086795853","plan3.txt",""
"k","D","","10","1613086795853","plan3.txt",""
"e","e","","10","1613086796008","plan3.txt",""
"k","e","","11","1613086796008","plan3.txt",""
"e","v","","11","1613086796217","plan3.txt",""
"k","v","","12","1613086796217","plan3.txt",""
"e","e","","12","1613086796439","plan3.txt",""
"k","e","","13","1613086796439","plan3.txt",""
"e","l","","13","1613086796490","plan3.txt",""
"k","l","","14","1613086796491","plan3.txt",""
"e","o","","14","1613086796681","plan3.txt",""
"k","o","","15","1613086796681","plan3.txt",""
"e","p","","15","1613086796757","plan3.txt",""
"k","p","","16","1613086796758","plan3.txt",""
"e","m","","16","1613086796936","plan3.txt",""
"k","m","","17","1613086796936","plan3.txt",""
"e","e","","17","1613086797042","plan3.txt",""
"k","e","","18","1613086797043","plan3.txt",""
"e","n","","18","1613086797112","plan3.txt",""
"k","n","","19","1613086797112","plan3.txt",""
"e","t","","19","1613086797187","plan3.txt",""
"k","t","","20","1613086797187","plan3.txt",""
"k"," ","","21","1613086797265","plan3.txt",""
"e"," P","","20","1613086797671","plan3.txt",""
"k","P","","22","1613086797671","plan3.txt",""
"e","l","","22","1613086797756","plan3.txt",""
"k","l","","23","1613086797757","plan3.txt",""
"e","a","","23","1613086797926","plan3.txt",""
"k","a","","24","1613086797926","plan3.txt",""
"e","n","","24","1613086798001","plan3.txt",""
"k","n","","25","1613086798002","plan3.txt",""
"a","Enter","","","1613086798254","plan3.txt",""
"e","
","","25","1613086798264","plan3.txt",""
"a","Enter","","","1613086799551","plan3.txt",""
"e","
","","26","1613086799563","plan3.txt",""
"e","r","","27","1613086799965","plan3.txt",""
"k","r","","28","1613086799965","plan3.txt",""
"e","e","","28","1613086800042","plan3.txt",""
"k","e","","29","1613086800043","plan3.txt",""
"e","s","","29","1613086801309","plan3.txt",""
"k","s","","30","1613086801309","plan3.txt",""
"e","e","","30","1613086801759","plan3.txt",""
"k","e","","31","1613086801760","plan3.txt",""
"e","t","","31","1613086802475","plan3.txt",""
"k","t","","32","1613086802475","plan3.txt",""
"a","Enter","","","1613086803651","plan3.txt",""
"e","
","","32","1613086803660","plan3.txt",""
"a","Tab","","","1613086803793","plan3.txt",""
"e","    ","","33","1613086803802","plan3.txt",""
"e","t","","37","1613086805017","plan3.txt",""
"k","t","","38","1613086805017","plan3.txt",""
"e","u","","38","1613086805183","plan3.txt",""
"k","u","","39","1613086805183","plan3.txt",""
"e","r","","39","1613086805213","plan3.txt",""
"k","r","","40","1613086805213","plan3.txt",""
"e","t","","40","1613086805289","plan3.txt",""
"k","t","","41","1613086805289","plan3.txt",""
"e","l","","41","1613086805446","plan3.txt",""
"k","l","","42","1613086805446","plan3.txt",""
"e","e","","42","1613086805571","plan3.txt",""
"k","e","","43","1613086805572","plan3.txt",""
"e",".","","43","1613086805926","plan3.txt",""
"k",".","","44","1613086805926","plan3.txt",""
"e","r","","44","1613086806258","plan3.txt",""
"k","r","","45","1613086806258","plan3.txt",""
"e","e","","45","1613086806342","plan3.txt",""
"k","e","","46","1613086806343","plan3.txt",""
"e","s","","46","1613086806421","plan3.txt",""
"k","s","","47","1613086806421","plan3.txt",""
"e","e","","47","1613086806653","plan3.txt",""
"k","e","","48","1613086806653","plan3.txt",""
"e","t","","48","1613086807165","plan3.txt",""
"k","t","","49","1613086807165","plan3.txt",""
"e","(","","49","1613086808251","plan3.txt",""
"k","(","","50","1613086808251","plan3.txt",""
"e",")","","50","1613086808452","plan3.txt",""
"k",")","","51","1613086808452","plan3.txt",""
"a","Enter","","","1613086809613","plan3.txt",""
"a","Backspace","","","1613086810171","plan3.txt",""
"e","
   ","","51","1613086810180","plan3.txt",""
"a","Backspace","","","1613086810856","plan3.txt",""
"e",""," ","54","1613086810865","plan3.txt",""
"a","Backspace","","","1613086811196","plan3.txt",""
"e",""," ","53","1613086811205","plan3.txt",""
"a","Backspace","","","1613086811390","plan3.txt",""
"e",""," ","52","1613086811399","plan3.txt",""
"a","Enter","","","1613086811652","plan3.txt",""
"e","
","","52","1613086811661","plan3.txt",""
"e","s","","53","1613086813263","plan3.txt",""
"k","s","","54","1613086813264","plan3.txt",""
"e","e","","54","1613086813368","plan3.txt",""
"k","e","","55","1613086813368","plan3.txt",""
"e","t","","55","1613086814122","plan3.txt",""
"k","t","","56","1613086814122","plan3.txt",""
"e","o","","56","1613086814191","plan3.txt",""
"k","o","","57","1613086814192","plan3.txt",""
"e","p","","57","1613086814234","plan3.txt",""
"k","p","","58","1613086814234","plan3.txt",""
"a","Backspace","","","1613086815565","plan3.txt",""
"e","","p","57","1613086815571","plan3.txt",""
"a","Backspace","","","1613086815693","plan3.txt",""
"e","","o","56","1613086815699","plan3.txt",""
"e","u","","56","1613086816331","plan3.txt",""
"k","u","","57","1613086816331","plan3.txt",""
"e","p","","57","1613086816430","plan3.txt",""
"k","p","","58","1613086816430","plan3.txt",""
"e",":","","58","1613086817095","plan3.txt",""
"k",":","","59","1613086817095","plan3.txt",""
"a","Enter","","","1613086817328","plan3.txt",""
"e","
","","59","1613086817338","plan3.txt",""
"a","Tab","","","1613086817606","plan3.txt",""
"e","    ","","60","1613086817615","plan3.txt",""
"e","t","","64","1613086819041","plan3.txt",""
"k","t","","65","1613086819042","plan3.txt",""
"e","u","","65","1613086819098","plan3.txt",""
"k","u","","66","1613086819098","plan3.txt",""
"e","r","","66","1613086819234","plan3.txt",""
"k","r","","67","1613086819235","plan3.txt",""
"e","t","","67","1613086819310","plan3.txt",""
"k","t","","68","1613086819311","plan3.txt",""
"e","l","","68","1613086819420","plan3.txt",""
"k","l","","69","1613086819420","plan3.txt",""
"a","Backspace","","","1613086820485","plan3.txt",""
"e","","l","68","1613086820494","plan3.txt",""
"a","Backspace","","","1613086820689","plan3.txt",""
"e","","t","67","1613086820695","plan3.txt",""
"a","Backspace","","","1613086820850","plan3.txt",""
"e","","r","66","1613086820855","plan3.txt",""
"a","Backspace","","","1613086821042","plan3.txt",""
"e","","u","65","1613086821048","plan3.txt",""
"a","Backspace","","","1613086821514","plan3.txt",""
"e","","t","64","1613086821519","plan3.txt",""
"e","c","","64","1613086821690","plan3.txt",""
"k","c","","65","1613086821690","plan3.txt",""
"e","h","","65","1613086821775","plan3.txt",""
"k","h","","66","1613086821776","plan3.txt",""
"e","n","","66","1613086821961","plan3.txt",""
"k","n","","67","1613086821961","plan3.txt",""
"e","a","","67","1613086822055","plan3.txt",""
"k","a","","68","1613086822056","plan3.txt",""
"e","g","","68","1613086822181","plan3.txt",""
"k","g","","69","1613086822181","plan3.txt",""
"k"," ","","70","1613086822363","plan3.txt",""
"a","Backspace","","","1613086822635","plan3.txt",""
"a","Backspace","","","1613086822782","plan3.txt",""
"e","","g","68","1613086822789","plan3.txt",""
"a","Backspace","","","1613086822943","plan3.txt",""
"e","","a","67","1613086822950","plan3.txt",""
"a","Backspace","","","1613086823115","plan3.txt",""
"e","","n","66","1613086823121","plan3.txt",""
"e","a","","66","1613086823238","plan3.txt",""
"k","a","","67","1613086823238","plan3.txt",""
"e","n","","67","1613086823334","plan3.txt",""
"k","n","","68","1613086823334","plan3.txt",""
"e","g","","68","1613086823455","plan3.txt",""
"k","g","","69","1613086823455","plan3.txt",""
"e","e","","69","1613086823558","plan3.txt",""
"k","e","","70","1613086823558","plan3.txt",""
"k"," ","","71","1613086823597","plan3.txt",""
"e"," s","","70","1613086823788","plan3.txt",""
"k","s","","72","1613086823788","plan3.txt",""
"e","p","","72","1613086823863","plan3.txt",""
"k","p","","73","1613086823863","plan3.txt",""
"e","e","","73","1613086823988","plan3.txt",""
"k","e","","74","1613086823988","plan3.txt",""
"e","e","","74","1613086824177","plan3.txt",""
"k","e","","75","1613086824177","plan3.txt",""
"e","d","","75","1613086824343","plan3.txt",""
"k","d","","76","1613086824344","plan3.txt",""
"k"," ","","77","1613086824386","plan3.txt",""
"e"," t","","76","1613086824541","plan3.txt",""
"k","t","","78","1613086824541","plan3.txt",""
"e","o","","78","1613086824579","plan3.txt",""
"k","o","","79","1613086824579","plan3.txt",""
"k"," ","","80","1613086824632","plan3.txt",""
"e"," 1","","79","1613086824934","plan3.txt",""
"k","1","","81","1613086824934","plan3.txt",""
"e","0","","81","1613086824985","plan3.txt",""
"k","0","","82","1613086824985","plan3.txt",""
"a","Enter","","","1613086825710","plan3.txt",""
"e","
    c","","82","1613086827235","plan3.txt",""
"k","c","","88","1613086827236","plan3.txt",""
"e","a","","88","1613086827298","plan3.txt",""
"k","a","","89","1613086827298","plan3.txt",""
"e","n","","89","1613086827390","plan3.txt",""
"k","n","","90","1613086827391","plan3.txt",""
"k"," ","","91","1613086827443","plan3.txt",""
"a","Backspace","","","1613086828339","plan3.txt",""
"a","Backspace","","","1613086828493","plan3.txt",""
"e","","n","89","1613086828500","plan3.txt",""
"a","Backspace","","","1613086828697","plan3.txt",""
"e","","a","88","1613086828704","plan3.txt",""
"e","h","","88","1613086829161","plan3.txt",""
"k","h","","89","1613086829161","plan3.txt",""
"e","a","","89","1613086829235","plan3.txt",""
"k","a","","90","1613086829235","plan3.txt",""
"e","n","","90","1613086829338","plan3.txt",""
"k","n","","91","1613086829339","plan3.txt",""
"e","g","","91","1613086829617","plan3.txt",""
"k","g","","92","1613086829618","plan3.txt",""
"e","e","","92","1613086829781","plan3.txt",""
"k","e","","93","1613086829782","plan3.txt",""
"k"," ","","94","1613086829909","plan3.txt",""
"e"," s","","93","1613086830139","plan3.txt",""
"k","s","","95","1613086830140","plan3.txt",""
"e","c","","95","1613086830315","plan3.txt",""
"k","c","","96","1613086830316","plan3.txt",""
"e","r","","96","1613086830579","plan3.txt",""
"k","r","","97","1613086830579","plan3.txt",""
"e","e","","97","1613086830701","plan3.txt",""
"k","e","","98","1613086830701","plan3.txt",""
"e","e","","98","1613086830885","plan3.txt",""
"k","e","","99","1613086830885","plan3.txt",""
"e","n","","99","1613086830953","plan3.txt",""
"k","n","","100","1613086830954","plan3.txt",""
"e","s","","100","1613086831945","plan3.txt",""
"k","s","","101","1613086831946","plan3.txt",""
"e","i","","101","1613086832017","plan3.txt",""
"k","i","","102","1613086832018","plan3.txt",""
"e","z","","102","1613086832155","plan3.txt",""
"k","z","","103","1613086832155","plan3.txt",""
"e","e","","103","1613086832254","plan3.txt",""
"k","e","","104","1613086832255","plan3.txt",""
"k"," ","","105","1613086832642","plan3.txt",""
"e"," t","","104","1613086833596","plan3.txt",""
"k","t","","106","1613086833596","plan3.txt",""
"e","o","","106","1613086833651","plan3.txt",""
"k","o","","107","1613086833651","plan3.txt",""
"k"," ","","108","1613086833729","plan3.txt",""
"e"," 1","","107","1613086834553","plan3.txt",""
"k","1","","109","1613086834554","plan3.txt",""
"e","0","","109","1613086834613","plan3.txt",""
"k","0","","110","1613086834613","plan3.txt",""
"e","0","","110","1613086834746","plan3.txt",""
"k","0","","111","1613086834747","plan3.txt",""
"e","0","","111","1613086834902","plan3.txt",""
"k","0","","112","1613086834902","plan3.txt",""
"e","X","","112","1613086835775","plan3.txt",""
"k","X","","113","1613086835775","plan3.txt",""
"e","8","","113","1613086836286","plan3.txt",""
"k","8","","114","1613086836287","plan3.txt",""
"e","0","","114","1613086836354","plan3.txt",""
"k","0","","115","1613086836354","plan3.txt",""
